PublicLawNo,Year,Congress,HouseBill,SenateBill,Democrat,HouseCommittee,SenateCommittee,MajorTopic,subTopicCode,DateIntroduced,DatePassedHouse,DatePassedSenate,DateSigned
86746,1960,86,,S3619,1,105,205,Housing & Development,1401,0,0,0,0
86747,1960,86,,S3439,1,105,205,Government Operations,2099,0,0,0,0
86748,1960,86,HJRES704,,1,112,,Domestic Commerce,1522,0,0,0,0
86749,1960,86,HJRES311,,1,112,218,Government Operations,2014,0,0,0,0
86750,1960,86,,S3773,1,,205,Domestic Commerce,1502,0,0,0,0
86751,1960,86,,S1740,1,109,207,Science & Technology,1700,0,0,0,0
86752,1960,86,,S1898,1,109,207,Science & Technology,1707,0,0,0,0
86753,1960,86,,SJRES209,1,115,200,Public Lands,2103,0,0,0,0
86754,1960,86,,SJRES176,1,,218,Government Operations,2011,0,0,0,0
86756,1960,86,,S3146,1,102,202,Agriculture,402,0,0,0,0
86757,1960,86,HR12574,,1,108,,Labor,503,0,0,0,0
86758,1960,86,,S1545,1,109,207,Transportation,1003,0,0,0,0
86759,1960,86,,S1663,1,114,208,Public Lands,2103,0,0,0,0
86760,1960,86,,S3771,1,109,205,Domestic Commerce,1505,0,0,0,0
86761,1960,86,HR7990,,1,114,208,Public Lands,2102,0,0,0,0
86762,1960,86,,S1964,1,109,207,Transportation,1000,0,0,0,0
86763,1960,86,HR383,,1,114,,Public Lands,2103,0,0,0,0
86764,1960,86,HR8665,,1,112,,Public Lands,2101,0,0,0,0
86765,1960,86,HR10311,,1,114,,Public Lands,2104,0,0,0,0
86766,1960,86,HR11561,,1,118,,Public Lands,2101,0,0,0,0
86767,1960,86,HR12383,,1,108,217,Government Operations,2004,0,0,0,0
86768,1960,86,HR8424,,1,117,,Government Operations,2004,0,0,0,0
86769,1960,86,HR12043,,1,117,,Government Operations,2013,0,0,0,0
86770,1960,86,HR5396,,1,115,,Crime,1204,0,0,0,0
86771,1960,86,HR13066,,1,109,,Government Operations,2004,0,0,0,0
86772,1960,86,HR12458,,1,108,,Social Welfare,1304,0,0,0,0
86773,1960,86,HR12993,,1,107,,Government Operations,2014,0,0,0,0
86774,1960,86,HR11573,,1,124,211,Foreign Trade,1807,0,0,0,0
86775,1960,86,,S2757,1,114,208,Public Lands,2101,0,0,0,0
86776,1960,86,HR12699,,1,108,,Education,601,0,0,0,0
86777,1960,86,HR10548,,1,114,208,Defense,1604,0,0,0,0
86778,1960,86,HR12580,,1,124,211,Social Welfare,1303,0,0,0,0
86779,1960,86,HR10960,,1,124,211,Macroeconomics,107,0,0,0,0
86780,1960,86,HR10087,,1,124,211,Macroeconomics,107,0,0,0,0
86781,1960,86,HR12536,,1,124,211,Macroeconomics,107,0,0,0,0
86782,1960,86,HR7810,,1,117,,Civil Rights,201,0,0,0,0
86783,1960,86,HR12759,,1,102,202,Agriculture,400,0,0,0,0
86784,1960,86,HR10586,,1,114,,Public Lands,2103,0,0,0,0
86785,1960,86,HR4306,,1,123,217,Education,601,0,0,0,0
86786,1960,86,,S2959,1,,208,Public Lands,2103,0,0,0,0
86787,1960,86,,S1092,1,114,208,Public Lands,2104,0,0,0,0
86788,1960,86,HJRES784,,1,115,,Housing & Development,1406,0,0,0,0
86789,1960,86,,S1670,1,114,208,Public Lands,2103,0,0,0,0
86790,1960,86,,S2761,1,102,216,Environment,711,0,0,0,0
86791,1960,86,HR816,,1,114,208,Public Lands,2102,0,0,0,0
86792,1960,86,,S3267,1,114,208,Public Lands,2105,0,0,0,0
86793,1960,86,,S3533,1,,202,Environment,711,0,0,0,0
86794,1960,86,HJRES402,,1,115,216,Transportation,1001,0,0,0,0
86795,1960,86,HR12659,,1,124,211,Foreign Trade,1807,0,0,0,0
86796,1960,86,HJRES723,,1,110,,Public Lands,2101,0,0,0,0
86797,1960,86,HR2565,,1,116,207,Environment,709,0,0,0,0
86798,1960,86,HR10341,,1,109,,Health,398,0,0,0,0
86799,1960,86,,S2917,1,102,202,Agriculture,402,0,0,0,0
86800,1960,86,HR10841,,1,124,211,Foreign Trade,1807,0,0,0,0
86801,1960,86,,S3399,1,114,208,Public Lands,2101,0,0,0,0
87000,1961,87,,S1342,1,104,204,Defense,1612,0,0,0,0
87001,1961,87,HJRES155,,1,119,,Government Operations,2099,0,0,0,0
87002,1961,87,,S451,1,112,218,Government Operations,2011,0,0,0,0
87003,1961,87,,S1173,1,,204,Defense,1608,0,0,0,0
87004,1961,87,HJRES289,,1,,,Defense,1617,0,0,0,0
87005,1961,87,HR4510,,1,102,,Agriculture,402,0,0,0,0
87006,1961,87,HR4806,,1,124,211,Labor,503,0,0,0,0
87007,1961,87,HR5075,,1,109,217,Labor,503,0,0,0,0
87008,1961,87,HR1822,,1,102,202,Agriculture,402,0,0,0,0
87009,1961,87,,S307,1,118,209,Environment,711,0,0,0,0
87010,1961,87,,S1028,1,,202,Agriculture,405,0,0,0,0
87011,1961,87,HJRES176,,1,112,218,Public Lands,2101,0,0,0,0
87012,1961,87,,S449,1,,208,Public Lands,2101,0,0,0,0
87013,1961,87,,S1116,1,,204,Defense,1604,0,0,0,0
87014,1961,87,HR5188,,1,103,203,Government Operations,2000,0,0,0,0
87015,1961,87,HR5463,,1,102,211,Agriculture,402,0,0,0,0
87016,1961,87,HR1163,,1,109,207,Transportation,1005,0,0,0,0
87017,1961,87,HR4363,,1,115,211,Macroeconomics,107,0,0,0,0
87018,1961,87,,S153,1,,213,Government Operations,2002,0,0,0,0
87019,1961,87,HR3980,,1,109,217,Agriculture,403,0,0,0,0
87020,1961,87,HJRES32,,1,115,,Crime,1299,0,0,0,0
87021,1961,87,,S900,1,105,205,Government Operations,2001,0,0,0,0
87022,1961,87,,S278,1,,217,Health,325,0,0,0,0
87023,1961,87,,S1297,1,,208,Public Lands,2102,0,0,0,0
87024,1961,87,,S1295,1,,208,Public Lands,2102,0,0,0,0
87025,1961,87,,S1298,1,,208,Public Lands,2102,0,0,0,0
87026,1961,87,HR6169,,1,120,207,Science & Technology,1701,0,0,0,0
87027,1961,87,,S1,1,105,205,Housing & Development,1403,0,0,0,0
87028,1961,87,,S1027,1,,202,Agriculture,401,0,0,0,0
87029,1961,87,HR5189,,1,124,211,Domestic Commerce,1501,0,0,0,0
87030,1961,87,HR3935,,1,108,217,Labor,505,0,0,0,0
87031,1961,87,HR4884,,1,124,211,Social Welfare,1302,0,0,0,0
87032,1961,87,HR1723,,1,,216,Government Operations,2099,0,0,0,0
87033,1961,87,,S1372,1,102,202,Agriculture,402,0,0,0,0
87034,1961,87,HJRES143,,1,115,216,Transportation,1099,0,0,0,0
87035,1961,87,HR2195,,1,114,208,Public Lands,2103,0,0,0,0
87036,1961,87,,S912,1,115,216,Crime,1204,0,0,0,0
87037,1961,87,HR7030,,1,102,,Public Lands,2103,0,0,0,0
87038,1961,87,,SJRES89,1,,205,Housing & Development,1410,0,0,0,0
87039,1961,87,,S712,1,105,205,Government Operations,2006,0,0,0,0
87040,1961,87,,S104,1,,208,Public Lands,2103,0,0,0,0
87041,1961,87,HR6518,,1,103,203,International Affairs,1926,0,0,0,0
87042,1961,87,HJRES306,,1,105,,Government Operations,2006,0,0,0,0
87043,1961,87,HJRES398,,1,105,205,Defense,1699,0,0,0,0
87045,1961,87,HR6100,,1,116,207,Transportation,1007,0,0,0,0
87046,1961,87,HR4327,,1,104,,Defense,1612,0,0,0,0
87047,1961,87,HR4940,,1,124,211,Foreign Trade,1807,0,0,0,0
87048,1961,87,,S751,1,,208,Public Lands,2102,0,0,0,0
87049,1961,87,HR6094,,1,111,205,Government Operations,2004,0,0,0,0
87050,1961,87,,S133,1,115,216,Public Lands,2104,0,0,0,0
87051,1961,87,,SJRES34,1,115,216,Education,609,0,0,0,0
87052,1961,87,,S1941,1,308,,Energy,801,0,0,0,0
87053,1961,87,,S1852,1,104,200,Defense,1610,0,0,0,0
87054,1961,87,,SJRES65,1,115,216,Crime,1209,0,0,0,0
87055,1961,87,HJRES437,,1,,211,Government Operations,2009,0,0,0,0
87056,1961,87,,S847,1,115,216,Defense,1609,0,0,0,0
87057,1961,87,HR5000,,1,104,204,Defense,1611,0,0,0,0
87058,1961,87,HR311,,1,124,211,Macroeconomics,105,0,0,0,0
87059,1961,87,HR1877,,1,124,211,Labor,504,0,0,0,0
87060,1961,87,HR7218,,1,107,,Government Operations,2014,0,0,0,0
87061,1961,87,HR6713,,1,118,211,Transportation,1002,0,0,0,0
87062,1961,87,,S2113,1,102,202,Environment,711,0,0,0,0
87063,1961,87,,S610,1,,207,International Affairs,1929,0,0,0,0
87064,1961,87,HR6027,,1,124,211,Social Welfare,1303,0,0,0,0
87065,1961,87,HJRES465,,1,103,,Government Operations,2000,0,0,0,0
87066,1961,87,,S1619,1,105,205,Government Operations,2006,0,0,0,0
87067,1961,87,,S146,1,102,202,Social Welfare,1301,0,0,0,0
87068,1961,87,HR5760,,1,114,208,Public Lands,2101,0,0,0,0
87069,1961,87,HR7677,,1,124,211,Macroeconomics,105,0,0,0,0
87070,1961,87,,S1922,1,,205,Housing & Development,1401,0,0,0,0
87071,1961,87,HR5475,,1,114,208,Transportation,1002,0,0,0,0
87072,1961,87,HR7446,,1,124,211,Macroeconomics,107,0,0,0,0
87073,1961,87,HJRES384,,1,110,212,International Affairs,1921,0,0,0,0
87074,1961,87,HR7712,,1,103,203,Government Operations,2000,0,0,0,0
87075,1961,87,,S2154,1,,207,Transportation,1007,0,0,0,0
87076,1961,87,HR5765,,1,114,208,Public Lands,2103,0,0,0,0
87077,1961,87,,S707,1,116,207,Transportation,1007,0,0,0,0
87078,1961,87,HR3283,,1,114,208,Public Lands,2101,0,0,0,0
87079,1961,87,HR4913,,1,107,208,Government Operations,2014,0,0,0,0
87080,1961,87,HR5416,,1,114,208,Public Lands,2101,0,0,0,0
87081,1961,87,HR6422,,1,114,208,Public Lands,2101,0,0,0,0
87082,1961,87,,SJRES106,1,,218,Government Operations,2011,0,0,0,0
87084,1961,87,HR5723,,1,123,211,Housing & Development,1407,0,0,0,0
87085,1961,87,,S1748,1,112,218,Government Operations,2011,0,0,0,0
87086,1961,87,,S2083,1,,216,Crime,1204,0,0,0,0
87087,1961,87,HR1258,,1,108,217,Transportation,1007,0,0,0,0
87088,1961,87,HR6441,,1,118,,Environment,701,0,0,0,0
87090,1961,87,,S537,1,111,213,Government Operations,2008,0,0,0,0
87091,1961,87,,S540,1,111,213,Government Operations,2002,0,0,0,0
87092,1961,87,,S1720,1,110,212,Social Welfare,1301,0,0,0,0
87093,1961,87,,S576,1,116,207,Education,601,0,0,0,0
87094,1961,87,,S796,1,111,213,Government Operations,2008,0,0,0,0
87095,1961,87,HR3385,,1,124,211,Foreign Trade,1807,0,0,0,0
87096,1961,87,HJRES472,,1,,,Transportation,1002,0,0,0,0
87097,1961,87,HR866,,1,123,211,Defense,1609,0,0,0,0
87098,1961,87,HR6874,,1,120,207,Science & Technology,1701,0,0,0,0
87099,1961,87,HR7148,,1,123,211,Defense,1609,0,0,0,0
87100,1961,87,HR4349,,1,104,204,Defense,1612,0,0,0,0
87101,1961,87,HR2953,,1,123,211,Defense,1609,0,0,0,0
87103,1961,87,HR4324,,1,104,204,Defense,1608,0,0,0,0
87104,1961,87,,SJRES116,1,102,202,Agriculture,404,0,0,0,0
87105,1961,87,,S1462,1,,207,Agriculture,403,0,0,0,0
87106,1961,87,,S1710,1,,202,Agriculture,402,0,0,0,0
87107,1961,87,HJRES392,,1,112,218,Government Operations,2011,0,0,0,0
87108,1961,87,HR1986,,1,117,228,Government Operations,2003,0,0,0,0
87109,1961,87,HR929,,1,124,211,Macroeconomics,107,0,0,0,0
87110,1961,87,HR4591,,1,124,211,Foreign Trade,1807,0,0,0,0
87111,1961,87,HR5548,,1,114,,Public Lands,2101,0,0,0,0
87112,1961,87,HR7444,,1,103,203,Agriculture,400,0,0,0,0
87113,1961,87,,S1644,1,112,218,International Affairs,1921,0,0,0,0
87114,1961,87,HR5432,,1,117,228,Government Operations,2004,0,0,0,0
87115,1961,87,HR7454,,1,115,,Public Lands,2104,0,0,0,0
87116,1961,87,HJRES463,,1,,212,Defense,1602,0,0,0,0
87117,1961,87,,SJRES120,1,,204,Defense,1612,0,0,0,0
87118,1961,87,,S2311,1,,204,Defense,1610,0,0,0,0
87119,1961,87,HR1182,,1,116,207,Public Lands,2101,0,0,0,0
87120,1961,87,HR2249,,1,102,202,Public Lands,2103,0,0,0,0
87121,1961,87,HJRES124,,1,114,208,Public Lands,2105,0,0,0,0
87122,1961,87,HR6345,,1,103,203,Public Lands,2100,0,0,0,0
87123,1961,87,HR4328,,1,104,204,Defense,1608,0,0,0,0
87124,1961,87,HR2250,,1,102,202,Public Lands,2103,0,0,0,0
87125,1961,87,HR7577,,1,103,203,Government Operations,2000,0,0,0,0
87126,1961,87,,S857,1,,208,Public Lands,2101,0,0,0,0
87127,1961,87,,S2197,1,102,202,Agriculture,402,0,0,0,0
87128,1961,87,,S1643,1,,202,Agriculture,400,0,0,0,0
87129,1961,87,HR7042,,1,114,208,Public Lands,2101,0,0,0,0
87130,1961,87,HR7208,,1,103,203,Government Operations,2011,0,0,0,0
87131,1961,87,HR6346,,1,114,208,Public Lands,2101,0,0,0,0
87132,1961,87,HR6611,,1,124,211,Foreign Trade,1807,0,0,0,0
87133,1961,87,HR6519,,1,114,208,Public Lands,2101,0,0,0,0
87134,1961,87,HR498,,1,114,208,Public Lands,2101,0,0,0,0
87135,1961,87,HR6067,,1,114,208,Transportation,1002,0,0,0,0
87136,1961,87,HR7240,,1,114,208,Public Lands,2101,0,0,0,0
87137,1961,87,,S1815,1,,217,Labor,500,0,0,0,0
87138,1961,87,HR845,,1,123,211,Defense,1609,0,0,0,0
87139,1961,87,HR3279,,1,111,228,Government Operations,2004,0,0,0,0
87140,1961,87,HR4321,,1,104,204,Defense,1608,0,0,0,0
87141,1961,87,HR7445,,1,103,203,Government Operations,2000,0,0,0,0
87142,1961,87,HR7722,,1,104,204,Defense,1608,0,0,0,0
87143,1961,87,HR181,,1,104,204,Defense,1608,0,0,0,0
87144,1961,87,HR7851,,1,103,203,Defense,1600,0,0,0,0
87145,1961,87,HR4323,,1,104,204,Defense,1608,0,0,0,0
87146,1961,87,HR2203,,1,114,208,Public Lands,2101,0,0,0,0
87147,1961,87,HR2925,,1,114,,Public Lands,2103,0,0,0,0
87148,1961,87,HR5518,,1,114,208,Public Lands,2101,0,0,0,0
87149,1961,87,HR5228,,1,104,,Defense,1699,0,0,0,0
87150,1961,87,,S54,1,114,208,Public Lands,2102,0,0,0,0
87151,1961,87,,S1085,1,,208,Public Lands,2104,0,0,0,0
87152,1961,87,,S614,1,105,202,Agriculture,402,0,0,0,0
87153,1961,87,,S539,1,111,213,Education,601,0,0,0,0
87154,1961,87,,S1294,1,,208,Public Lands,2104,0,0,0,0
87155,1961,87,,S763,1,105,202,Agriculture,402,0,0,0,0
87156,1961,87,,S809,1,,208,Transportation,1002,0,0,0,0
87157,1961,87,,S881,1,116,207,Transportation,1007,0,0,0,0
87158,1961,87,,S1087,1,104,204,Public Lands,2105,0,0,0,0
87159,1961,87,HR5954,,1,103,203,Government Operations,2000,0,0,0,0
87160,1961,87,HR7721,,1,104,204,Defense,1611,0,0,0,0
87161,1961,87,HJRES435,,1,115,216,Agriculture,499,0,0,0,0
87162,1961,87,HR7189,,1,115,216,Government Operations,2001,0,0,0,0
87163,1961,87,HJRES436,,1,115,216,Education,601,0,0,0,0
87164,1961,87,HR4786,,1,104,204,Defense,1612,0,0,0,0
87165,1961,87,HR6597,,1,104,204,Defense,1608,0,0,0,0
87166,1961,87,HR7725,,1,104,204,Defense,1611,0,0,0,0
87167,1961,87,,S2187,1,,207,Environment,710,0,0,0,0
87168,1961,87,,S1697,1,,208,Public Lands,2104,0,0,0,0
87169,1961,87,,SJRES76,1,114,208,Public Lands,2104,0,0,0,0
87170,1961,87,,S650,1,,202,Public Lands,2104,0,0,0,0
87171,1961,87,,S883,1,116,207,Transportation,1007,0,0,0,0
87172,1961,87,,S841,1,117,228,Defense,1616,0,0,0,0
87173,1961,87,,S606,1,116,207,Agriculture,408,0,0,0,0
87174,1961,87,,S1622,1,308,,Energy,801,0,0,0,0
87175,1961,87,,S702,1,102,202,Public Lands,2103,0,0,0,0
87176,1961,87,,S848,1,,202,Public Lands,2103,0,0,0,0
87177,1961,87,,S1222,1,116,207,Transportation,1007,0,0,0,0
87178,1961,87,,S1492,1,114,208,Public Lands,2101,0,0,0,0
87180,1961,87,,S2079,1,104,204,Defense,1611,0,0,0,0
87181,1961,87,,S2245,1,114,208,Public Lands,2104,0,0,0,0
87182,1961,87,HJRES544,,1,,,Government Operations,2000,0,0,0,0
87183,1961,87,HR3227,,1,115,216,Crime,1204,0,0,0,0
87184,1961,87,HR4660,,1,118,209,Public Lands,2104,0,0,0,0
87185,1961,87,HR6765,,1,105,212,International Affairs,1906,0,0,0,0
87186,1961,87,HR4569,,1,112,218,Public Lands,2101,0,0,0,0
87187,1961,87,HR6835,,1,115,216,Crime,1204,0,0,0,0
87188,1961,87,HR7724,,1,104,204,Defense,1608,0,0,0,0
87189,1961,87,HR7038,,1,115,216,Public Lands,2105,0,0,0,0
87190,1961,87,HR7864,,1,104,205,Government Operations,2008,0,0,0,0
87191,1961,87,,S1289,1,116,207,Transportation,1007,0,0,0,0
87192,1961,87,,S2034,1,,207,Science & Technology,1700,0,0,0,0
87193,1961,87,,S98,1,114,208,Public Lands,2101,0,0,0,0
87194,1961,87,HR7809,,1,104,204,Defense,1608,0,0,0,0
87195,1961,87,,S1983,1,,212,International Affairs,1901,0,0,0,0
87196,1961,87,HJRES438,,1,109,,Domestic Commerce,1502,0,0,0,0
87197,1961,87,,S2268,1,,207,International Affairs,1927,0,0,0,0
87198,1961,87,HR8922,,1,,,Domestic Commerce,1521,0,0,0,0
87199,1961,87,HR29,,1,116,207,Transportation,1007,0,0,0,0
87200,1961,87,HR1022,,1,102,202,Agriculture,402,0,0,0,0
87201,1961,87,HR44,,1,104,204,Public Lands,2101,0,0,0,0
87202,1961,87,HR5235,,1,114,208,Public Lands,2102,0,0,0,0
87203,1961,87,,S561,1,107,213,Government Operations,2014,0,0,0,0
87204,1961,87,HR1794,,1,104,204,Defense,1611,0,0,0,0
87205,1961,87,HR5964,,1,114,208,Public Lands,2102,0,0,0,0
87206,1961,87,HR8599,,1,308,,Energy,801,0,0,0,0
87207,1961,87,HR6244,,1,115,216,Defense,1608,0,0,0,0
87208,1961,87,,S880,1,116,207,Transportation,1007,0,0,0,0
87209,1961,87,,S1908,1,,202,Agriculture,405,0,0,0,0
87210,1961,87,HR7108,,1,105,205,Domestic Commerce,1501,0,0,0,0
87211,1961,87,HR8277,,1,105,205,Housing & Development,1410,0,0,0,0
87212,1961,87,HR7934,,1,104,204,Government Operations,2015,0,0,0,0
87213,1961,87,HR566,,1,114,208,Public Lands,2103,0,0,0,0
87214,1961,87,,S2239,1,107,216,Defense,1699,0,0,0,0
87215,1961,87,HR32,,1,114,208,Public Lands,2101,0,0,0,0
87216,1961,87,,S1656,1,115,216,Crime,1202,0,0,0,0
87217,1961,87,,S513,1,116,207,Transportation,1007,0,0,0,0
87218,1961,87,,S1657,1,115,216,Crime,1202,0,0,0,0
87219,1961,87,HR206,,1,116,207,Agriculture,408,0,0,0,0
87220,1961,87,HR3159,,1,116,207,International Affairs,1902,0,0,0,0
87221,1961,87,HR2429,,1,109,207,Domestic Commerce,1500,0,0,0,0
87222,1961,87,HR2457,,1,116,207,Transportation,1007,0,0,0,0
87223,1961,87,HR4539,,1,123,211,Defense,1608,0,0,0,0
87224,1961,87,HR4785,,1,104,204,Defense,1612,0,0,0,0
87225,1961,87,HR5656,,1,115,216,Government Operations,2002,0,0,0,0
87226,1961,87,HR6798,,1,107,213,Crime,1299,0,0,0,0
87227,1961,87,HR7154,,1,107,213,Government Operations,2014,0,0,0,0
87228,1961,87,,S1653,1,115,216,Crime,1210,0,0,0,0
87229,1961,87,,S2016,1,114,208,Public Lands,2102,0,0,0,0
87230,1961,87,,S344,1,114,208,Public Lands,2102,0,0,0,0
87231,1961,87,,S203,1,114,208,Public Lands,2102,0,0,0,0
87232,1961,87,,S322,1,114,208,Public Lands,2102,0,0,0,0
87233,1961,87,,S685,1,116,207,Science & Technology,1708,0,0,0,0
87235,1961,87,,S1518,1,114,208,Public Lands,2102,0,0,0,0
87236,1961,87,,S48,1,118,209,Public Lands,2101,0,0,0,0
87237,1961,87,,S2216,1,114,208,Public Lands,2104,0,0,0,0
87238,1961,87,HR256,,1,107,213,Government Operations,2014,0,0,0,0
87239,1961,87,HR1021,,1,102,202,Agriculture,402,0,0,0,0
87240,1961,87,HR1098,,1,123,211,Defense,1609,0,0,0,0
87241,1961,87,HR2877,,1,104,204,Defense,1615,0,0,0,0
87242,1961,87,HR3222,,1,107,213,Government Operations,2014,0,0,0,0
87243,1961,87,HR6309,,1,116,,Transportation,1007,0,0,0,0
87244,1961,87,HR3296,,1,116,207,Public Lands,2105,0,0,0,0
87245,1961,87,HR7044,,1,107,213,Government Operations,2014,0,0,0,0
87246,1961,87,HR7265,,1,107,213,Government Operations,2014,0,0,0,0
87247,1961,87,HR8033,,1,109,207,Domestic Commerce,1500,0,0,0,0
87248,1961,87,HR8032,,1,107,213,Government Operations,2014,0,0,0,0
87249,1961,87,HR6495,,1,107,213,Government Operations,2014,0,0,0,0
87250,1961,87,,S1540,1,114,208,Public Lands,2102,0,0,0,0
87252,1961,87,HR3156,,1,116,207,International Affairs,1915,0,0,0,0
87253,1961,87,HR176,,1,115,216,Crime,1204,0,0,0,0
87254,1961,87,,S1368,1,,207,Transportation,1007,0,0,0,0
87255,1961,87,HR8102,,1,109,,Transportation,1003,0,0,0,0
87256,1961,87,HR8666,,1,110,,International Affairs,1926,0,0,0,0
87257,1961,87,HR8719,,1,116,,Transportation,1007,0,0,0,0
87258,1961,87,HR2883,,1,115,216,Government Operations,2004,0,0,0,0
87259,1961,87,HR4669,,1,107,213,Government Operations,2014,0,0,0,0
87260,1961,87,HR2924,,1,114,208,Public Lands,2103,0,0,0,0
87261,1961,87,HR5852,,1,124,211,Foreign Trade,1807,0,0,0,0
87262,1961,87,HR6302,,1,108,217,Education,601,0,0,0,0
87263,1961,87,HR6667,,1,112,218,Government Operations,2011,0,0,0,0
87264,1961,87,HR7371,,1,103,203,Government Operations,2000,0,0,0,0
87265,1961,87,HR8072,,1,103,203,Government Operations,2014,0,0,0,0
87266,1961,87,HR6723,,1,116,,Transportation,1007,0,0,0,0
87267,1961,87,HR7622,,1,107,213,Government Operations,2014,0,0,0,0
87268,1961,87,HR6969,,1,123,211,Defense,1609,0,0,0,0
87269,1961,87,HR7447,,1,104,204,Defense,1604,0,0,0,0
87270,1961,87,HR7043,,1,117,228,Government Operations,2003,0,0,0,0
87271,1961,87,HR6974,,1,116,,Transportation,1007,0,0,0,0
87272,1961,87,,SJRES98,1,115,216,Public Lands,2103,0,0,0,0
87273,1961,87,,S200,1,114,208,Public Lands,2102,0,0,0,0
87274,1961,87,,S279,1,,217,Crime,1206,0,0,0,0
87275,1961,87,,S541,1,118,213,Government Operations,2002,0,0,0,0
87276,1961,87,,S336,1,,217,Education,606,0,0,0,0
87277,1961,87,,S931,1,118,209,Government Operations,2008,0,0,0,0
87278,1961,87,,S1317,1,115,208,Public Lands,2101,0,0,0,0
87279,1961,87,,S1501,1,114,208,Public Lands,2102,0,0,0,0
87280,1961,87,,S1762,1,107,213,Government Operations,2014,0,0,0,0
87281,1961,87,,S1529,1,107,213,Government Operations,2014,0,0,0,0
87282,1961,87,,S1719,1,118,208,Public Lands,2102,0,0,0,0
87283,1961,87,,S1768,1,114,208,Public Lands,2102,0,0,0,0
87284,1961,87,,S1807,1,114,208,Public Lands,2102,0,0,0,0
87285,1961,87,,S2395,1,108,,Labor,503,0,0,0,0
87286,1961,87,,S2422,1,,208,Government Operations,2008,0,0,0,0
87287,1961,87,,S2224,1,114,208,Public Lands,2102,0,0,0,0
87288,1961,87,,S2241,1,114,208,Public Lands,2102,0,0,0,0
87289,1961,87,HR4458,,1,114,,Energy,803,0,0,0,0
87290,1961,87,HR7035,,1,103,203,Government Operations,2000,0,0,0,0
87291,1961,87,HJRES109,,1,115,216,Transportation,1003,0,0,0,0
87292,1961,87,HJRES499,,1,115,216,Domestic Commerce,1522,0,0,0,0
87293,1961,87,HR7500,,1,110,,International Affairs,1929,0,0,0,0
87294,1961,87,HR9030,,1,108,217,Social Welfare,1304,0,0,0,0
87295,1961,87,HR7916,,1,114,,Public Lands,2104,0,0,0,0
87296,1961,87,HR8406,,1,104,204,Defense,1615,0,0,0,0
87297,1961,87,HR9118,,1,110,,Defense,1605,0,0,0,0
87298,1961,87,HR8236,,1,114,208,Public Lands,2102,0,0,0,0
87299,1961,87,HR6141,,1,117,228,Government Operations,2004,0,0,0,0
87300,1961,87,HR8341,,1,108,217,Public Lands,2103,0,0,0,0
87301,1961,87,,S2237,1,115,216,Immigration,900,0,0,0,0
87302,1961,87,HR8302,,1,103,203,Defense,1611,0,0,0,0
87303,1961,87,HR2308,,1,116,207,Transportation,1007,0,0,0,0
87304,1961,87,HR2555,,1,117,228,Government Operations,2004,0,0,0,0
87305,1961,87,HR8762,,1,105,,Domestic Commerce,1521,0,0,0,0
87306,1961,87,,S1990,1,115,216,Crime,1210,0,0,0,0
87307,1961,87,HR8678,,1,118,209,Transportation,1002,0,0,0,0
87308,1961,87,HR2281,,1,114,208,Public Lands,2103,0,0,0,0
87309,1961,87,HR6193,,1,102,202,Public Lands,2103,0,0,0,0
87310,1961,87,HR6494,,1,114,208,Defense,1611,0,0,0,0
87311,1961,87,,S2325,1,105,205,Foreign Trade,1803,0,0,0,0
87312,1961,87,HR7057,,1,124,211,Macroeconomics,107,0,0,0,0
87313,1961,87,HR6729,,1,114,208,Public Lands,2101,0,0,0,0
87314,1961,87,HR8414,,1,123,211,Defense,1609,0,0,0,0
87315,1961,87,HR7576,,1,308,,Energy,801,0,0,0,0
87316,1961,87,HR115,,1,114,,Public Lands,2102,0,0,0,0
87317,1961,87,HR7358,,1,115,216,Crime,1205,0,0,0,0
87318,1961,87,HR5486,,1,107,213,Government Operations,2014,0,0,0,0
87319,1961,87,HJRES358,,1,115,216,Health,331,0,0,0,0
87320,1961,87,HR2280,,1,114,208,Public Lands,2103,0,0,0,0
87321,1961,87,HR2585,,1,124,211,Labor,503,0,0,0,0
87322,1961,87,HR6007,,1,117,228,Government Operations,2004,0,0,0,0
87324,1961,87,HR8490,,1,115,216,International Affairs,1926,0,0,0,0
87325,1961,87,HR9080,,1,107,213,Government Operations,2014,0,0,0,0
87326,1961,87,HR2282,,1,114,208,Public Lands,2103,0,0,0,0
87327,1961,87,HR2283,,1,114,208,Public Lands,2103,0,0,0,0
87328,1961,87,HJRES225,,1,115,208,Public Lands,2104,0,0,0,0
87329,1961,87,HR9033,,1,103,203,International Affairs,1901,0,0,0,0
87330,1961,87,HR9076,,1,103,203,Transportation,1010,0,0,0,0
87331,1961,87,HR9096,,1,115,216,Science & Technology,1707,0,0,0,0
87332,1961,87,HR9169,,1,103,203,Government Operations,2000,0,0,0,0
87333,1961,87,HR5754,,1,115,216,Domestic Commerce,1522,0,0,0,0
87334,1961,87,HR2279,,1,114,208,Public Lands,2103,0,0,0,0
87335,1961,87,HR4917,,1,115,216,Government Operations,2015,0,0,0,0
87336,1961,87,HR5343,,1,115,216,Crime,1206,0,0,0,0
87337,1961,87,HR7259,,1,115,216,Crime,1204,0,0,0,0
87338,1961,87,HR6834,,1,115,216,Crime,1201,0,0,0,0
87339,1961,87,HR8871,,1,108,217,Government Operations,2014,0,0,0,0
87340,1961,87,,S2272,1,114,208,Public Lands,2103,0,0,0,0
