Year,MajorTopic,Mood,Congress
1958,Crime,0.0241666109,85
1958,Crime,0.3093452302,85
1958,Crime,0.0184063468,85
1958,Crime,0.1795908972,85
1958,Social Welfare,0.4652553297,85
1958,Social Welfare,0.0299562529,85
1958,Social Welfare,0.030487014,85
1958,Housing & Development,0.1531129576,85
1958,Domestic Commerce,0.1761081943,85
1958,Domestic Commerce,0.1021084997,85
1958,Domestic Commerce,0.1175597651,85
1958,Defense,0.1723747589,85
1958,Science & Technology,0.1735931859,85
1958,Science & Technology,0.3734106118,85
1958,Science & Technology,0.1881015788,85
1979,Civil Rights,0.2283931202,96
1958,Government Operations,0.4836527309,85
1958,Government Operations,0.5296469147,85
1958,Government Operations,0.3009875566,85
1983,Civil Rights,0.2479207314,98
1984,Civil Rights,0.50967763,98
1985,Civil Rights,0.0255057943,99
1986,Civil Rights,0.2694045029,99
1987,Civil Rights,0.3853915919,100
1988,Civil Rights,0.2509961631,100
1958,Public Lands,0.1524889951,85
1958,Public Lands,0.0084695645,85
1991,Civil Rights,0.390122917,102
1992,Civil Rights,0.1278150559,102
1993,Civil Rights,0.3890488302,103
1994,Civil Rights,0.1396523884,103
1995,Civil Rights,0.4738845522,104
1996,Civil Rights,0.1543226364,104
1997,Civil Rights,0.500648639,105
1998,Civil Rights,0.3226802914,105
1999,Civil Rights,0.4878531598,106
2000,Civil Rights,0.2367391268,106
2001,Civil Rights,0.5302374642,107
2002,Civil Rights,0.3556004166,107
2003,Civil Rights,0.1485415011,108
2004,Civil Rights,0.4388491776,108
2005,Civil Rights,0.1525131941,109
2006,Civil Rights,0.4768946983,109
2007,Civil Rights,0.1430293414,110
2008,Civil Rights,0.2570839075,110
2009,Civil Rights,0.1355440169,111
2010,Civil Rights,0.3934017095,111
2011,Civil Rights,0.5342172058,112
1958,N/A,0.4605865429,85
1947,Civil Rights,0.0520321914,80
1959,Transportation,0.0026876344,86
1959,Transportation,0.3537407573,86
1959,Transportation,0.412523787,86
1951,Civil Rights,0.1253034221,82
1952,Civil Rights,0.2966073474,82
1953,Civil Rights,0.5289576433,83
1954,Civil Rights,0.5554566778,83
1955,Civil Rights,0.5282152721,84
1956,Civil Rights,0.0489763017,84
1959,Crime,0.023858298,86
1959,Crime,0.0825246182,86
1959,Crime,0.1234592303,86
1959,Crime,0.1001610599,86
1959,Crime,0.5872905329,86
1959,Crime,0.1408461812,86
1959,Social Welfare,0.2330845938,86
1959,Social Welfare,0.4977303451,86
1959,Social Welfare,0.4812080969,86
1959,Housing & Development,0.3354405745,86
1959,Domestic Commerce,0.54416168,86
1959,Domestic Commerce,0.0785381549,86
1959,Domestic Commerce,0.2929251547,86
1959,Defense,0.4646913994,86
1959,Science & Technology,0.3015170313,86
1959,Science & Technology,0.4038861512,86
1959,Science & Technology,0.5617184849,86
1974,Civil Rights,0.2522715477,93
1959,Government Operations,0.5380387837,86
1959,Government Operations,0.4653275031,86
1959,Government Operations,0.2558984977,86
1978,Civil Rights,0.2822997038,95
1979,Civil Rights,0.0780860438,96
1980,Civil Rights,0.5918940901,96
1981,Civil Rights,0.1148633447,97
1982,Civil Rights,0.2219067802,97
1983,Civil Rights,0.2515016317,98
1959,Public Lands,0.14921268,86
1959,Public Lands,0.336053181,86
1986,Civil Rights,0.2959493148,99
1987,Civil Rights,0.4229508617,100
1988,Civil Rights,0.5272217335,100
1989,Civil Rights,0.3298067205,101
1990,Civil Rights,0.2741136947,101
1991,Civil Rights,0.1587024996,102
1992,Civil Rights,0.1780922755,102
1993,Civil Rights,0.5341426802,103
1994,Civil Rights,0.4399309304,103
1995,Civil Rights,0.205500585,104
1996,Civil Rights,0.2648057478,104
1997,Civil Rights,0.3993229439,105
1998,Civil Rights,0.1538460302,105
1999,Civil Rights,0.4067640505,106
2000,Civil Rights,0.4023155268,106
2001,Civil Rights,0.4239446198,107
2002,Civil Rights,0.2809095479,107
2003,Civil Rights,0.1803314269,108
2004,Civil Rights,0.4233282298,108
2005,Civil Rights,0.3001031122,109
2006,Civil Rights,0.3984511374,109
1959,N/A,0.32716521,86
2008,Civil Rights,0.5616252047,110
1960,Transportation,0.2517558887,86
1960,Transportation,0.3969705043,86
1960,Transportation,0.4147991149,86
1946,Civil Rights,0.4977198331,79
1947,Civil Rights,0.1453385203,80
1948,Civil Rights,0.0347993305,80
1949,Civil Rights,0.3642642007,81
1950,Civil Rights,0.5230767882,81
1951,Civil Rights,0.4518084042,82
1960,Crime,0.058842868,86
1960,Crime,0.3109211224,86
1960,Crime,0.493050261,86
1960,Crime,0.0906034985,86
1960,Crime,0.5212897641,86
1960,Crime,0.5854046637,86
1960,Social Welfare,0.446889225,86
1960,Social Welfare,0.4562275326,86
1960,Social Welfare,0.3311243014,86
1960,Housing & Development,0.281211027,86
1960,Domestic Commerce,0.0146499321,86
1960,Domestic Commerce,0.1546863553,86
1960,Domestic Commerce,0.0590024654,86
1960,Defense,0.0085081746,86
1960,Science & Technology,0.5519852764,86
1960,Science & Technology,0.5135622828,86
1960,Science & Technology,0.0605683283,86
1969,Civil Rights,0.4404112367,91
1960,Government Operations,0.30554871,86
1960,Government Operations,0.2054993422,86
1960,Government Operations,0.1076874172,86
1973,Civil Rights,0.1215870849,93
1974,Civil Rights,0.3025482699,93
1975,Civil Rights,0.2615663819,94
1976,Civil Rights,0.348417777,94
1977,Civil Rights,0.4282870753,95
1978,Civil Rights,0.0570167713,95
1960,Public Lands,0.5352931929,86
1960,Public Lands,0.5144231914,86
1981,Civil Rights,0.2608754625,97
1982,Civil Rights,0.5191240802,97
1983,Civil Rights,0.1662548811,98
1984,Civil Rights,0.296265226,98
1985,Civil Rights,0.4274154311,99
1986,Civil Rights,0.077495989,99
1987,Civil Rights,0.3140740686,100
1988,Civil Rights,0.1380037414,100
1989,Civil Rights,0.5120748523,101
1990,Civil Rights,0.0535109153,101
1991,Civil Rights,0.0583655144,102
1992,Civil Rights,0.5029421954,102
1993,Civil Rights,0.3463009082,103
1994,Civil Rights,0.5419784623,103
1995,Civil Rights,0.0243195268,104
1996,Civil Rights,0.5117415661,104
1997,Civil Rights,0.0572735248,105
1998,Civil Rights,0.3026190535,105
1999,Civil Rights,0.5026952214,106
2000,Civil Rights,0.5469652709,106
2001,Civil Rights,0.5917821672,107
1960,N/A,0.2037932888,86
2003,Civil Rights,0.4981534587,108
1961,Transportation,0.3708034757,87
1961,Transportation,0.3113239307,87
1961,Transportation,0.0602457919,87
2007,Civil Rights,0.4443980667,110
2008,Civil Rights,0.4554387028,110
2009,Civil Rights,0.5842175285,111
2010,Civil Rights,0.4288285968,111
2011,Civil Rights,0.4693738479,112
1946,Civil Rights,0.2614453,79
1961,Crime,0.3983404616,87
1961,Crime,0.3751631398,87
1961,Crime,0.0370277757,87
1961,Crime,0.4181807503,87
1961,Crime,0.5862773269,87
1961,Crime,0.3619360951,87
1961,Social Welfare,0.3567118844,87
1961,Social Welfare,0.1722110848,87
1961,Social Welfare,0.3528078535,87
1961,Housing & Development,0.1582063102,87
1961,Domestic Commerce,0.571980296,87
1961,Domestic Commerce,0.0956011812,87
1961,Domestic Commerce,0.0490694243,87
1961,Defense,0.0542542276,87
1961,Science & Technology,0.1609511026,87
1961,Science & Technology,0.4149143277,87
1961,Science & Technology,0.337543684,87
1964,Civil Rights,0.511204876,88
1961,Government Operations,0.0122589124,87
1961,Government Operations,0.1734611164,87
1961,Government Operations,0.4377533777,87
1968,Civil Rights,0.2277486954,90
1969,Civil Rights,0.5301836945,91
1970,Civil Rights,0.3024003596,91
1971,Civil Rights,0.0132016938,92
1972,Civil Rights,0.5170613983,92
1973,Civil Rights,0.5845592779,93
1961,Public Lands,0.1692470633,87
1961,Public Lands,0.1281672734,87
1976,Civil Rights,0.0608015076,94
1977,Civil Rights,0.3984207194,95
1978,Civil Rights,0.070614822,95
1979,Civil Rights,0.3523862717,96
1980,Civil Rights,0.0724518739,96
1981,Civil Rights,0.43695957,97
1982,Civil Rights,0.2568478892,97
1983,Civil Rights,0.3256141198,98
1984,Civil Rights,0.1017090907,98
1985,Civil Rights,0.545579062,99
1986,Civil Rights,0.4552033296,99
1987,Civil Rights,0.1846069614,100
1988,Civil Rights,0.1920081166,100
1989,Civil Rights,0.1648355252,101
1990,Civil Rights,0.2892475525,101
1991,Civil Rights,0.5529054288,102
1992,Civil Rights,0.4912679168,102
1993,Civil Rights,0.0577360906,103
1994,Civil Rights,0.3893089404,103
1995,Civil Rights,0.3937795782,104
1996,Civil Rights,0.0255939091,104
1961,N/A,0.0752807072,87
1998,Civil Rights,0.4795018387,105
1962,Transportation,0.3296327384,87
1962,Transportation,0.2664637976,87
1962,Transportation,0.0358001827,87
2002,Civil Rights,0.0594380238,107
2003,Civil Rights,0.263465318,108
2004,Civil Rights,0.3803415024,108
2005,Civil Rights,0.0503099453,109
2006,Civil Rights,0.464884277,109
2007,Civil Rights,0.190783085,110
1962,Crime,0.0200037346,87
1962,Crime,0.2148068149,87
1962,Crime,0.3062879902,87
1962,Crime,0.3409691523,87
1962,Crime,0.3514672961,87
1962,Crime,0.4260026592,87
1962,Social Welfare,0.4663898501,87
1962,Social Welfare,0.0810232724,87
1962,Social Welfare,0.0283849997,87
1962,Housing & Development,0.1549270669,87
1962,Domestic Commerce,0.4907187885,87
1962,Domestic Commerce,0.0460917859,87
1962,Domestic Commerce,0.4509350537,87
1962,Defense,0.44330843,87
1962,Science & Technology,0.0080917486,87
1962,Science & Technology,0.0885760987,87
1962,Science & Technology,0.5265996399,87
1959,Civil Rights,0.3065925801,86
1962,Government Operations,0.5536358632,87
1962,Government Operations,0.1440223925,87
1962,Government Operations,0.0051573139,87
1963,Civil Rights,0.1030465627,88
1964,Civil Rights,0.0579159391,88
1965,Civil Rights,0.1944746845,89
1966,Civil Rights,0.127489485,89
1967,Civil Rights,0.1915313291,90
1968,Civil Rights,0.276549298,90
1962,Public Lands,0.4164817947,87
1962,Public Lands,0.0749394083,87
1971,Civil Rights,0.1460333741,92
1972,Civil Rights,0.0606365962,92
1973,Civil Rights,0.496573201,93
1974,Civil Rights,0.3919349893,93
1975,Civil Rights,0.180430946,94
1976,Civil Rights,0.5757053833,94
1977,Civil Rights,0.1900983884,95
1978,Civil Rights,0.3278318196,95
1979,Civil Rights,0.2842960741,96
1980,Civil Rights,0.2702372804,96
1981,Civil Rights,0.4679147138,97
1982,Civil Rights,0.3399242193,97
1983,Civil Rights,0.5185909748,98
1984,Civil Rights,0.2390066251,98
1985,Civil Rights,0.0720395739,99
1986,Civil Rights,0.1960027932,99
1987,Civil Rights,0.1856128652,100
1988,Civil Rights,0.5830243243,100
1989,Civil Rights,0.3088624844,101
1990,Civil Rights,0.1967689143,101
1991,Civil Rights,0.2115341809,102
1962,N/A,0.5849594378,87
1993,Civil Rights,0.1007963902,103
1963,Transportation,0.2182184061,88
1963,Transportation,0.0751531139,88
1963,Transportation,0.3954617333,88
1997,Civil Rights,0.3146797833,105
1998,Civil Rights,0.1654918719,105
1999,Civil Rights,0.3700897578,106
2000,Civil Rights,0.2165490248,106
2001,Civil Rights,0.5343136244,107
2002,Civil Rights,0.5018602372,107
1963,Crime,0.3979876228,88
1963,Crime,0.24417113,88
1963,Crime,0.4771345615,88
1963,Crime,0.3584346705,88
1963,Crime,0.1410888993,88
1963,Crime,0.3156037816,88
1963,Social Welfare,0.1685677994,88
1963,Social Welfare,0.3805519759,88
1963,Social Welfare,0.5022312674,88
1963,Housing & Development,0.0320286389,88
1963,Domestic Commerce,0.5057772702,88
1963,Domestic Commerce,0.0581167289,88
1963,Domestic Commerce,0.4169449229,88
1963,Defense,0.2691227122,88
1963,Science & Technology,0.4526278625,88
1963,Science & Technology,0.3579060174,88
1963,Science & Technology,0.1101980537,88
1954,Civil Rights,0.4911633688,83
1963,Government Operations,0.5317262052,88
1963,Government Operations,0.3601335087,88
1963,Government Operations,0.5964556832,88
1958,Civil Rights,0.5586901123,85
1959,Civil Rights,0.0733621628,86
1960,Civil Rights,0.5375513873,86
1961,Civil Rights,0.3419084013,87
1962,Civil Rights,0.4018376604,87
1963,Civil Rights,0.2469387023,88
1963,Public Lands,0.2602080139,88
1963,Public Lands,0.1199816035,88
1966,Civil Rights,0.4026510604,89
1967,Civil Rights,0.5863791282,90
1968,Civil Rights,0.0989651402,90
1969,Civil Rights,0.2417512779,91
1970,Civil Rights,0.1647314879,91
1971,Civil Rights,0.1779102874,92
1972,Civil Rights,0.1641066037,92
1973,Civil Rights,0.5632170615,93
1974,Civil Rights,0.2235724994,93
1975,Civil Rights,0.1148060849,94
1976,Civil Rights,0.289291915,94
1977,Civil Rights,0.3727880617,95
1978,Civil Rights,0.2850058434,95
1979,Civil Rights,0.3531195647,96
1980,Civil Rights,0.017921097,96
1981,Civil Rights,0.5659204451,97
1982,Civil Rights,0.4685442125,97
1983,Civil Rights,0.0548472077,98
1984,Civil Rights,0.1465949251,98
1985,Civil Rights,0.3092855892,99
1986,Civil Rights,0.2736887322,99
1963,N/A,0.1645815004,88
1988,Civil Rights,0.4264099144,100
1964,Transportation,0.0977105748,88
1964,Transportation,0.1849102023,88
1964,Transportation,0.5158637588,88
1992,Civil Rights,0.3993941991,102
1993,Civil Rights,0.4880004462,103
1994,Civil Rights,0.1475202292,103
1995,Civil Rights,0.4334517628,104
1996,Civil Rights,0.5993987658,104
1997,Civil Rights,0.4976900629,105
1964,Crime,0.3447893699,88
1964,Crime,0.5367307894,88
1964,Crime,0.060774957,88
1964,Crime,0.5651760111,88
1964,Crime,0.1189276709,88
1964,Crime,0.3700896136,88
1964,Social Welfare,0.052797052,88
1964,Social Welfare,0.0405211341,88
1964,Social Welfare,0.34311324,88
1964,Housing & Development,0.083733381,88
1964,Domestic Commerce,0.2084819689,88
1964,Domestic Commerce,0.4869499666,88
1964,Domestic Commerce,0.5082138401,88
1964,Defense,0.2544396991,88
1964,Science & Technology,0.1001447144,88
1964,Science & Technology,0.4116431953,88
1964,Science & Technology,0.5889726335,88
1949,Health,0.5722248236,81
1964,Government Operations,0.0556986913,88
1964,Government Operations,0.3355841889,88
1964,Government Operations,0.1797498517,88
1953,Health,0.3303613239,83
1954,Health,0.4750429371,83
1955,Health,0.1728787638,84
1956,Health,0.5364002826,84
1957,Health,0.3345642858,85
1958,Health,0.0650154859,85
1964,Public Lands,0.2687211711,88
1964,Public Lands,0.3055113671,88
1961,Health,0.4756580844,87
1962,Health,0.0406694866,87
1963,Health,0.2631252304,88
1964,Health,0.4509546698,88
1965,Health,0.0392196754,89
1966,Health,0.4176191329,89
1967,Health,0.0259541268,90
1968,Health,0.1616528325,90
1969,Health,0.1425338381,91
1970,Health,0.1302504506,91
1971,Health,0.4178397939,92
1972,Health,0.0653576925,92
1973,Health,0.0273979496,93
1974,Health,0.3597751495,93
1975,Health,0.3613679115,94
1976,Health,0.4840422677,94
1977,Health,0.2626865287,95
1978,Health,0.1487192215,95
1979,Health,0.0789860072,96
1980,Health,0.1507746048,96
1981,Health,0.5585079106,97
1964,N/A,0.5048159241,88
1983,Health,0.1382179102,98
1965,Transportation,0.5026432067,89
1965,Transportation,0.3037970413,89
1965,Transportation,0.2161851658,89
1987,Health,0.3178450656,100
1988,Health,0.2349159006,100
1989,Health,0.4412133906,101
1990,Health,0.0274952966,101
1991,Health,0.078160127,102
1992,Health,0.3046296138,102
1965,Crime,0.0573877979,89
1965,Crime,0.0140155363,89
1965,Crime,0.4358382984,89
1965,Crime,0.4534734998,89
1965,Crime,0.2868815959,89
1965,Crime,0.1476932547,89
1965,Social Welfare,0.2555421852,89
1965,Social Welfare,0.3203519614,89
1965,Social Welfare,0.1854614075,89
1965,Housing & Development,0.2444294068,89
1965,Domestic Commerce,0.159895015,89
1965,Domestic Commerce,0.2264682697,89
1965,Domestic Commerce,0.0412017683,89
1965,Defense,0.5945288451,89
1965,Science & Technology,0.2428024975,89
1965,Science & Technology,0.2250762476,89
1965,Science & Technology,0.0414137318,89
2010,Health,0.4823331313,111
1965,Government Operations,0.5192143934,89
1965,Government Operations,0.430948797,89
1965,Government Operations,0.2104712312,89
1948,Health,0.3899851362,80
1949,Health,0.4108621936,81
1950,Health,0.103859528,81
1951,Health,0.4083843496,82
1952,Health,0.0037339641,82
1953,Health,0.0307038734,83
1965,Public Lands,0.417826887,89
1965,Public Lands,0.2578753415,89
1956,Health,0.3266111467,84
1957,Health,0.2630085838,85
1958,Health,0.1696182904,85
1959,Health,0.1329135999,86
1960,Health,0.4970360784,86
1961,Health,0.404994408,87
1962,Health,0.1258091121,87
1963,Health,0.4798381604,88
1964,Health,0.5618761479,88
1965,Health,0.3014114683,89
1966,Health,0.1309482244,89
1967,Health,0.2765635719,90
1968,Health,0.3643297981,90
1969,Health,0.3293363981,91
1970,Health,0.526351719,91
1971,Health,0.3951170013,92
1972,Health,0.4762503672,92
1973,Health,0.291433812,93
1974,Health,0.5777750615,93
1975,Health,0.2153085451,94
1976,Health,0.4988984485,94
1965,N/A,0.5952003686,89
1978,Health,0.1819113589,95
1966,Transportation,0.4606734824,89
1966,Transportation,0.2340836787,89
1966,Transportation,0.1203727836,89
1982,Health,0.5999849574,97
1983,Health,0.4143693929,98
1984,Health,0.3918552647,98
1985,Health,0.517493382,99
1986,Health,0.5814269474,99
1987,Health,0.1419645745,100
1966,Crime,0.2780453936,89
1966,Crime,0.420673316,89
1966,Crime,0.1750570175,89
1966,Crime,0.3032344658,89
1966,Crime,0.3642291846,89
1966,Crime,0.4115939185,89
1966,Social Welfare,0.0418356774,89
1966,Social Welfare,0.0353413391,89
1966,Social Welfare,0.1617515883,89
1966,Housing & Development,0.2541906526,89
1966,Domestic Commerce,0.1254457329,89
1966,Domestic Commerce,0.0017617906,89
1966,Domestic Commerce,0.3807281041,89
1966,Defense,0.448798744,89
1966,Science & Technology,0.1855933297,89
1966,Science & Technology,0.4994512364,89
1966,Science & Technology,0.0291038495,89
2005,Health,0.1279566572,109
1966,Government Operations,0.2051160432,89
1966,Government Operations,0.4272715131,89
1966,Government Operations,0.5855677972,89
2009,Health,0.5541931677,111
2010,Health,0.3936384437,111
2011,Health,0.5302146165,112
1946,Health,0.2365540389,79
1947,Health,0.0823782923,80
1948,Health,0.3699108337,80
1966,Public Lands,0.1671187439,89
1966,Public Lands,0.5089800225,89
1951,Health,0.3678110299,82
1952,Health,0.2661483999,82
1953,Health,0.5170308668,83
1954,Health,0.4384246855,83
1955,Health,0.4119711364,84
1956,Health,0.1058869715,84
1957,Health,0.3098274026,85
1958,Health,0.2349357543,85
1959,Health,0.1477763338,86
1960,Health,0.3792619381,86
1961,Health,0.5339155376,87
1962,Health,0.4668420461,87
1963,Health,0.3192857145,88
1964,Health,0.5973423676,88
1965,Health,0.0987339749,89
1966,Health,0.0885881673,89
1967,Health,0.043110875,90
1968,Health,0.0104941066,90
1969,Health,0.1881833779,91
1970,Health,0.1342673165,91
1971,Health,0.2037811765,92
1966,N/A,0.0323170005,89
1973,Health,0.1920040759,93
1967,Transportation,0.0188169468,90
1967,Transportation,0.4635742936,90
1967,Transportation,0.1330460706,90
1977,Health,0.1699100154,95
1978,Health,0.0379335702,95
1979,Health,0.0510055372,96
1980,Health,0.375957043,96
1981,Health,0.5812543436,97
1982,Health,0.286355491,97
1967,Crime,0.2016636728,90
1967,Crime,0.5892314575,90
1967,Crime,0.4119784075,90
1967,Crime,0.2647625021,90
1967,Crime,0.4898071276,90
1967,Crime,0.1980272586,90
1967,Social Welfare,0.4249256122,90
1967,Social Welfare,0.1047125115,90
1967,Social Welfare,0.2898746413,90
1967,Housing & Development,0.3051222348,90
1967,Domestic Commerce,0.2664923037,90
1967,Domestic Commerce,0.040404684,90
1967,Domestic Commerce,0.151582898,90
1967,Defense,0.4412198823,90
1967,Science & Technology,0.1884227779,90
1967,Science & Technology,0.2160790367,90
1967,Science & Technology,0.3169198215,90
2000,Health,0.2587206767,106
1967,Government Operations,0.0620569947,90
1967,Government Operations,0.5328378535,90
1967,Government Operations,0.2335716612,90
2004,Health,0.147712921,108
2005,Health,0.2657738982,109
2006,Health,0.0020295373,109
2007,Health,0.3498641039,110
2008,Health,0.5085593136,110
2009,Health,0.231706252,111
1967,Public Lands,0.0684383808,90
1967,Public Lands,0.3920242515,90
1946,Health,0.4294812454,79
1947,Health,0.2581897792,80
1948,Health,0.4860619201,80
1949,Health,0.1380790898,81
1950,Health,0.5152959753,81
1951,Health,0.0731894818,82
1952,Health,0.0250875391,82
1953,Health,0.3518277109,83
1954,Health,0.2105950431,83
1955,Health,0.5540626827,84
1956,Health,0.3520327012,84
1957,Health,0.0086423154,85
1958,Health,0.1792883263,85
1959,Health,0.2747859571,86
1960,Health,0.0769849659,86
1961,Health,0.004098352,87
1962,Health,0.4655795216,87
1963,Health,0.2663117538,88
1964,Health,0.2405405351,88
1965,Health,0.0620235498,89
1966,Health,0.5998659805,89
1967,N/A,0.1278321423,90
1968,Health,0.266768978,90
1968,Transportation,0.5168503413,90
1968,Transportation,0.1721593969,90
1968,Transportation,0.594781303,90
1972,Health,0.368839733,92
1973,Health,0.4180864725,93
1974,Health,0.44541756,93
1975,Health,0.5213586615,94
1976,Health,0.0465626947,94
1977,Health,0.3909534944,95
1968,Crime,0.4358719405,90
1968,Crime,0.1568795831,90
1968,Crime,0.2200874984,90
1968,Crime,0.210261169,90
1968,Crime,0.3011656292,90
1968,Crime,0.2062435383,90
1968,Social Welfare,0.5617198854,90
1968,Social Welfare,0.0008690349,90
1968,Social Welfare,0.1880928734,90
1968,Housing & Development,0.2949450419,90
1968,Domestic Commerce,0.5475678331,90
1968,Domestic Commerce,0.3553747258,90
1968,Domestic Commerce,0.5201760708,90
1968,Defense,0.1712322697,90
1968,Science & Technology,0.5560060562,90
1968,Science & Technology,0.389435236,90
1968,Science & Technology,0.3421167387,90
1995,Health,0.5085124973,104
1968,Government Operations,0.5016457756,90
1968,Government Operations,0.0005593309,90
1968,Government Operations,0.2722890669,90
1999,Health,0.154913158,106
2000,Health,0.2969927069,106
2001,Health,0.3421084932,107
2002,Health,0.2180687201,107
2003,Health,0.2326292097,108
2004,Health,0.0334606657,108
1968,Public Lands,0.2395399307,90
1968,Public Lands,0.0508924394,90
2007,Health,0.5341668797,110
2008,Health,0.3469677875,110
2009,Health,0.2090077573,111
2010,Health,0.0451967067,111
2011,Health,0.1893295318,112
1946,Labor,0.0965259869,79
1947,Labor,0.0010359654,80
1948,Labor,0.2974043006,80
1949,Labor,0.564734994,81
1950,Labor,0.3274486905,81
1951,Labor,0.1605548001,82
1952,Labor,0.4787720203,82
1953,Labor,0.039334581,83
1954,Labor,0.5240015563,83
1955,Labor,0.1123846581,84
1956,Labor,0.3465619608,84
1957,Labor,0.2329373927,85
1958,Labor,0.0335810383,85
1959,Labor,0.1188018526,86
1960,Labor,0.4511325618,86
1961,Labor,0.451739131,87
1968,N/A,0.3665389169,90
1963,Labor,0.292053968,88
1969,Transportation,0.0606405996,91
1969,Transportation,0.5101458495,91
1969,Transportation,0.3109636317,91
1967,Labor,0.0017263165,90
1968,Labor,0.3993449204,90
1969,Labor,0.5192575493,91
1970,Labor,0.2472005754,91
1971,Labor,0.1723924649,92
1972,Labor,0.3515167874,92
1969,Crime,0.0162002166,91
1969,Crime,0.5393778237,91
1969,Crime,0.5712600178,91
1969,Crime,0.2148904185,91
1969,Crime,0.487577435,91
1969,Crime,0.0880647501,91
1969,Social Welfare,0.4397588645,91
1969,Social Welfare,0.2216157533,91
1969,Social Welfare,0.4384546299,91
1969,Housing & Development,0.079368749,91
1969,Domestic Commerce,0.4947914479,91
1969,Domestic Commerce,0.4402335164,91
1969,Domestic Commerce,0.5259250928,91
1969,Defense,0.4240772964,91
1969,Science & Technology,0.2392813423,91
1969,Science & Technology,0.3268050687,91
1969,Science & Technology,0.3035684311,91
1990,Labor,0.2382910576,101
1969,Government Operations,0.1479532351,91
1969,Government Operations,0.0363344226,91
1969,Government Operations,0.0365605688,91
1994,Labor,0.0744565748,103
1995,Labor,0.1840220534,104
1996,Labor,0.5020644224,104
1997,Labor,0.0007845533,105
1998,Labor,0.4987113505,105
1999,Labor,0.5212167569,106
1969,Public Lands,0.5181445364,91
1969,Public Lands,0.2510769606,91
2002,Labor,0.0999862283,107
2003,Labor,0.1321968781,108
2004,Labor,0.5548990958,108
2005,Labor,0.3456376315,109
2006,Labor,0.2662084287,109
2007,Labor,0.3346665598,110
2008,Labor,0.009270892,110
2009,Labor,0.0311922734,111
2010,Labor,0.1656005664,111
2011,Labor,0.1975088804,112
1946,Labor,0.1838162454,79
1947,Labor,0.129010469,80
1948,Labor,0.3002187277,80
1949,Labor,0.1012148265,81
1950,Labor,0.3496721363,81
1951,Labor,0.526972679,82
1952,Labor,0.2437381724,82
1953,Labor,0.407319338,83
1954,Labor,0.0702701442,83
1955,Labor,0.3541519996,84
1956,Labor,0.1235164295,84
1969,N/A,0.3717633492,91
1958,Labor,0.0001137848,85
1970,Transportation,0.2410236414,91
1970,Transportation,0.5971732964,91
1970,Transportation,0.4556459353,91
1962,Labor,0.5868770353,87
1963,Labor,0.5760595843,88
1964,Labor,0.5443758048,88
1965,Labor,0.524404784,89
1966,Labor,0.4694823768,89
1967,Labor,0.432325084,90
1970,Crime,0.2427432764,91
1970,Crime,0.3635793398,91
1970,Crime,0.0265559802,91
1970,Crime,0.2421790672,91
1970,Crime,0.2997190946,91
1970,Crime,0.0336397062,91
1970,Social Welfare,0.5565974171,91
1970,Social Welfare,0.5223190668,91
1970,Social Welfare,0.3656974268,91
1970,Housing & Development,0.5155334362,91
1970,Domestic Commerce,0.4882270882,91
1970,Domestic Commerce,0.1183515384,91
1970,Domestic Commerce,0.1291309865,91
1970,Defense,0.0201421824,91
1970,Science & Technology,0.3887990411,91
1970,Science & Technology,0.1628568614,91
1970,Science & Technology,0.4608410715,91
1985,Labor,0.4363008898,99
1970,Government Operations,0.5240098902,91
1970,Government Operations,0.5068131308,91
1970,Government Operations,0.0305864919,91
1989,Labor,0.5398176248,101
1990,Labor,0.5677497023,101
1991,Labor,0.2764037593,102
1992,Labor,0.473917908,102
1993,Labor,0.5902476571,103
1994,Labor,0.1232862602,103
1970,Public Lands,0.0565958967,91
1970,Public Lands,0.4379611565,91
1997,Labor,0.3594810314,105
1998,Labor,0.0549529729,105
1999,Labor,0.3476393191,106
2000,Labor,0.0253314508,106
2001,Labor,0.3945865622,107
2002,Labor,0.4804839677,107
2003,Labor,0.3577444133,108
2004,Labor,0.1084146414,108
2005,Labor,0.0177980704,109
2006,Labor,0.4447571885,109
2007,Labor,0.0233158563,110
2008,Labor,0.293620713,110
2009,Labor,0.1281221204,111
2010,Labor,0.2670219257,111
2011,Labor,0.0904281916,112
1946,Labor,0.4800329331,79
1947,Labor,0.3995459553,80
1948,Labor,0.121398337,80
1949,Labor,0.1577234794,81
1950,Labor,0.5839000504,81
1951,Labor,0.5253277546,82
1970,N/A,0.1193261215,91
1953,Labor,0.2919027506,83
1971,Transportation,0.5877628533,92
1971,Transportation,0.5940843554,92
1971,Transportation,0.2721293578,92
1957,Labor,0.1337605432,85
1958,Labor,0.4266614147,85
1959,Labor,0.4040096178,86
1960,Labor,0.204867344,86
1961,Labor,0.0864561167,87
1962,Labor,0.4619582519,87
1971,Crime,0.5516399213,92
1971,Crime,0.2032090348,92
1971,Crime,0.3488814609,92
1971,Crime,0.5394938338,92
1971,Crime,0.515184772,92
1971,Crime,0.1780301932,92
1971,Social Welfare,0.1099061677,92
1971,Social Welfare,0.5764796661,92
1971,Social Welfare,0.2263026621,92
1971,Housing & Development,0.1916041956,92
1971,Domestic Commerce,0.5585322015,92
1971,Domestic Commerce,0.2923041717,92
1971,Domestic Commerce,0.3413583924,92
1971,Defense,0.495820563,92
1971,Science & Technology,0.1940390027,92
1971,Science & Technology,0.0045996358,92
